OBJECTID,IDTRAMO,FECHAACTUAL,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
482,4_336285_275__750_I,20150709,4,336285,102,10b,2,1,275,,750,2,TI,I,MONTECARMELO,28,079,MADRID,A,Avda de Monasterio de Silos N 63A,20070425,20070426,,578.503221119685,37.18,4,93,277,,,4__10_B____2_IT_1_4_275__750_TI_I_2,,,,4__10_B__,4__10_B____2_IT_1,4_275,4_275_,4_275_750
483,4_336284_276__751_I,20150709,4,336284,102,10b,1,1,276,,751,9,TI,I,LAS TABLAS,28,079,MADRID,A,Calle de Palas de Rey N 30,20070425,20070426,,963.718593705577,37.18,4,92,95,,,4__10_B____1_IT_1_4_276__751_TI_I_9,,,,4__10_B__,4__10_B____1_IT_1,4_276,4_276_,4_276_751
484,4_336285_276__752_I,20150709,4,336285,102,10b,2,1,276,,752,3,TI,I,LAS TABLAS,28,079,MADRID,A,Calle de Palas de Rey N 30,20070425,20070426,,3088.49036527692,37.18,4,92,95,,,4__10_B____2_IT_1_4_276__752_TI_I_3,,,,4__10_B__,4__10_B____2_IT_1,4_276,4_276_,4_276_752
485,4_336284_277__753_I,20150709,4,336284,102,10b,1,1,277,,753,8,TI,I,RONDA DE LA COMUNICACION,28,079,MADRID,A,Ronda de la Comunicación N 22,20070425,20070426,,1498.27975513436,37.18,4,93,321,,,4__10_B____1_IT_1_4_277__753_TI_I_8,,,,4__10_B__,4__10_B____1_IT_1,4_277,4_277_,4_277_753
486,4_336285_277__754_I,20150709,4,336285,102,10b,2,1,277,,754,4,TI,I,RONDA DE LA COMUNICACION,28,079,MADRID,A,Ronda de la Comunicación N 22,20070425,20070426,,960.563447411493,37.18,4,93,321,,,4__10_B____2_IT_1_4_277__754_TI_I_4,,,,4__10_B__,4__10_B____2_IT_1,4_277,4_277_,4_277_754
487,4_336280_257__711_I,20150709,4,336280,101,10a,1,1,257,,711,18,TI,I,AVIACION ESPAÑOLA,28,079,MADRID,A,Paseo de Extremadura N 463,20070425,20070426,,1722.89144784398,31.12,4,93,150,,,4__10_A____1_IT_1_4_257__711_TI_I_18,,,,4__10_A__,4__10_A____1_IT_1,4_257,4_257_,4_257_711
488,4_336281_257__712_I,20150709,4,336281,101,10a,2,1,257,,712,4,TI,I,AVIACION ESPAÑOLA,28,079,MADRID,A,Paseo de Extremadura N 463,20070425,20070426,,1165.246,31.12,4,93,150,,,4__10_A____2_IT_1_4_257__712_TI_I_4,,,,4__10_A__,4__10_A____2_IT_1,4_257,4_257_,4_257_712
489,4_336314_285__769_T,20150709,4,336314,008,8,1,1,285,,769,8,TI,T,AEROPUERTO T4,28,079,MADRID,A,Ctra de Alcobendas a Barajas SN SN,20070503,20070503,,2090.505,43.29,4,90,33,,,4__8_____1_IT_1_4_285__769_TI_T_8,,,,4__8___,4__8_____1_IT_1,4_285,4_285_,4_285_769
490,4_336415_261__720_I,20150709,4,336415,001,1,2,1,261,,720,31,TI,I,CHAMARTIN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20070516,20070516,,1202.6298,22.96,4,90,25,,,4__1_____2_IT_1_4_261__720_TI_I_31,,,,4__1___,4__1_____2_IT_1,4_261,4_261_,4_261_720
491,4_336414_261__719_I,20150709,4,336414,001,1,1,1,261,,719,3,TI,I,CHAMARTIN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20070516,20070516,,782.3669,22.96,4,90,25,,,4__1_____1_IT_1_4_261__719_TI_I_3,,,,4__1___,4__1_____1_IT_1,4_261,4_261_,4_261_719
492,4_335632_252__702_C,20150709,4,335632,005,5,2,1,252,,702,32,TI,C,ALAMEDA DE OSUNA,28,079,MADRID,A,Calle de la Corbeta N 14,20061123,20061124,,735.7284,23.38,4,93,121,,,4__5_____2_IT_1_4_252__702_TI_C_32,,,,4__5___,4__5_____2_IT_1,4_252,4_252_,4_252_702
493,4_335631_253__703_I,20150709,4,335631,005,5,1,1,253,,703,2,TI,I,EL CAPRICHO,28,079,MADRID,A,Calle de Pinos de Osuna N 15,20061123,20061124,,736.7145,23.38,4,93,202,,,4__5_____1_IT_1_4_253__703_TI_I_2,,,,4__5___,4__5_____1_IT_1,4_253,4_253_,4_253_703
494,4_335632_253__704_I,20150709,4,335632,005,5,2,1,253,,704,31,TI,I,EL CAPRICHO,28,079,MADRID,A,Calle de Pinos de Osuna N 15,20061123,20061124,,1421.3281,23.38,4,93,202,,,4__5_____2_IT_1_4_253__704_TI_I_31,,,,4__5___,4__5_____2_IT_1,4_253,4_253_,4_253_704
495,4_343166_254__705_I,20150709,4,343166,011,11,1,1,254,,705,4,TI,I,SAN FRANCISCO,28,079,MADRID,A,Avda de los Poblados N 102,20101008,20101005,,588.626,26.52,4,93,334,,,4__11_____1_IT_1_4_254__705_TI_I_4,,,,4__11___,4__11_____1_IT_1,4_254,4_254_,4_254_705
496,4_343167_254__706_I,20150709,4,343167,011,11,2,1,254,,706,4,TI,I,SAN FRANCISCO,28,079,MADRID,A,Avda de los Poblados N 102,20101008,20101005,,1200.182,26.52,4,93,334,,,4__11_____2_IT_1_4_254__706_TI_I_4,,,,4__11___,4__11_____2_IT_1,4_254,4_254_,4_254_706
497,4_343166_255__707_I,20150709,4,343166,011,11,1,1,255,,707,5,TI,I,CARABANCHEL ALTO,28,079,MADRID,A,Avda de Carabanchel Alto N 40,20101008,20101005,,1195.689,26.52,4,93,161,,,4__11_____1_IT_1_4_255__707_TI_I_5,,,,4__11___,4__11_____1_IT_1,4_255,4_255_,4_255_707
498,4_343167_255__708_I,20150709,4,343167,011,11,2,1,255,,708,3,TI,I,CARABANCHEL ALTO,28,079,MADRID,A,Avda de Carabanchel Alto N 40,20101008,20101005,,946.331,26.52,4,93,161,,,4__11_____2_IT_1_4_255__708_TI_I_3,,,,4__11___,4__11_____2_IT_1,4_255,4_255_,4_255_708
499,4_343167_256__710_I,20150709,4,343167,011,11,2,1,256,,710,2,TI,I,LA PESETA,28,079,MADRID,A,Calle de Salvador Allende N 3,20101008,20101005,,2346.2778,26.52,4,93,250,,,4__11_____2_IT_1_4_256__710_TI_I_2,,,,4__11___,4__11_____2_IT_1,4_256,4_256_,4_256_710
500,4_343166_256__709_I,20150709,4,343166,011,11,1,1,256,,709,6,TI,I,LA PESETA,28,079,MADRID,A,Calle de Salvador Allende N 3,20101008,20101005,,944.833,26.52,4,93,250,,,4__11_____1_IT_1_4_256__709_TI_I_6,,,,4__11___,4__11_____1_IT_1,4_256,4_256_,4_256_709
501,4_336230_267__731_I,20150709,4,336230,003,3,1,1,267,,731,7,TI,I,ALMENDRALES,28,079,MADRID,A,Avda de Córdoba N 21,20070419,20070421,,1040.756,24.99,4,93,130,,,4__3_____1_IT_1_4_267__731_TI_I_7,,,,4__3___,4__3_____1_IT_1,4_267,4_267_,4_267_731
502,4_336231_267__732_I,20150709,4,336231,003,3,2,1,267,,732,12,TI,I,ALMENDRALES,28,079,MADRID,A,Avda de Córdoba N 21,20070419,20070421,,1063.577,24.99,4,93,130,,,4__3_____2_IT_1_4_267__732_TI_I_12,,,,4__3___,4__3_____2_IT_1,4_267,4_267_,4_267_732
503,4_336230_268__733_I,20150709,4,336230,003,3,1,1,268,,733,6,TI,I,HOSPITAL 12 DE OCTUBRE,28,079,MADRID,A,Avda de Córdoba N 49,20070419,20070421,,607.3871,24.99,4,92,229,,,4__3_____1_IT_1_4_268__733_TI_I_6,,,,4__3___,4__3_____1_IT_1,4_268,4_268_,4_268_733
504,4_336231_268__734_I,20150709,4,336231,003,3,2,1,268,,734,13,TI,I,HOSPITAL 12 DE OCTUBRE,28,079,MADRID,A,Avda de Córdoba N 49,20070419,20070421,,1042.2132,24.99,4,92,229,,,4__3_____2_IT_1_4_268__734_TI_I_13,,,,4__3___,4__3_____2_IT_1,4_268,4_268_,4_268_734
505,4_336230_269__735_I,20150709,4,336230,003,3,1,1,269,,735,5,TI,I,SAN FERMIN-ORCASUR,28,079,MADRID,A,Avda de Andalucía N 9,20070419,20070421,,1137.5782,24.99,4,93,331,,,4__3_____1_IT_1_4_269__735_TI_I_5,,,,4__3___,4__3_____1_IT_1,4_269,4_269_,4_269_735
506,4_336231_269__736_I,20150709,4,336231,003,3,2,1,269,,736,14,TI,I,SAN FERMIN-ORCASUR,28,079,MADRID,A,Avda de Andalucía N 9,20070419,20070421,,607.7765,24.99,4,93,331,,,4__3_____2_IT_1_4_269__736_TI_I_14,,,,4__3___,4__3_____2_IT_1,4_269,4_269_,4_269_736
507,4_336230_270__737_I,20150709,4,336230,003,3,1,1,270,,737,4,TI,I,CIUDAD DE LOS ANGELES,28,079,MADRID,A,Avda de Andalucía N 38,20070419,20070421,,986.936,24.99,4,93,172,,,4__3_____1_IT_1_4_270__737_TI_I_4,,,,4__3___,4__3_____1_IT_1,4_270,4_270_,4_270_737
508,4_336231_270__738_I,20150709,4,336231,003,3,2,1,270,,738,15,TI,I,CIUDAD DE LOS ANGELES,28,079,MADRID,A,Avda de Andalucía N 38,20070419,20070421,,1137.7585,24.99,4,93,172,,,4__3_____2_IT_1_4_270__738_TI_I_15,,,,4__3___,4__3_____2_IT_1,4_270,4_270_,4_270_738
509,4_336230_271__739_I,20150709,4,336230,003,3,1,1,271,,739,3,TI,I,VILLAVERDE BAJO CRUCE,28,079,MADRID,A,Avda de Andalucía N 38,20070419,20070421,,1065.9677,24.99,4,91,38,,,4__3_____1_IT_1_4_271__739_TI_I_3,,,,4__3___,4__3_____1_IT_1,4_271,4_271_,4_271_739
510,4_336231_271__740_I,20150709,4,336231,003,3,2,1,271,,740,16,TI,I,VILLAVERDE BAJO CRUCE,28,079,MADRID,A,Avda de Andalucía N 38,20070419,20070421,,987.2111,24.99,4,91,38,,,4__3_____2_IT_1_4_271__740_TI_I_16,,,,4__3___,4__3_____2_IT_1,4_271,4_271_,4_271_740
511,4_336230_272__741_I,20150709,4,336230,003,3,1,1,272,,741,2,TI,I,SAN CRISTOBAL,28,079,MADRID,A,Avda de Andalucía N 81,20070419,20070421,,1632.3119,24.99,4,93,328,,,4__3_____1_IT_1_4_272__741_TI_I_2,,,,4__3___,4__3_____1_IT_1,4_272,4_272_,4_272_741
512,4_336231_272__742_I,20150709,4,336231,003,3,2,1,272,,742,17,TI,I,SAN CRISTOBAL,28,079,MADRID,A,Avda de Andalucía N 81,20070419,20070421,,1068.8748,24.99,4,93,328,,,4__3_____2_IT_1_4_272__742_TI_I_17,,,,4__3___,4__3_____2_IT_1,4_272,4_272_,4_272_742
513,4_336231_273__744_C,20150709,4,336231,003,3,2,1,273,,744,18,TI,C,VILLAVERDE ALTO,28,079,MADRID,A,Calle del Valle de Tobalina N 56,20070419,20070421,,1637.5771,24.99,4,91,82,,,4__3_____2_IT_1_4_273__744_TI_C_18,,,,4__3___,4__3_____2_IT_1,4_273,4_273_,4_273_744
514,4_336414_293__787_I,20150709,4,336414,001,1,1,1,293,,787,31,TI,I,LA GAVIA,28,079,MADRID,A,Avda del Ensanche de Vallecas N 16,20070516,20070516,,590.123126953579,22.96,4,93,246,,,4__1_____1_IT_1_4_293__787_TI_I_31,,,,4__1___,4__1_____1_IT_1,4_293,4_293_,4_293_787
515,4_336415_293__788_I,20150709,4,336415,001,1,2,1,293,,788,3,TI,I,LA GAVIA,28,079,MADRID,A,Avda del Ensanche de Vallecas N 16,20070516,20070516,,1302.96738936887,22.96,4,93,246,,,4__1_____2_IT_1_4_293__788_TI_I_3,,,,4__1___,4__1_____2_IT_1,4_293,4_293_,4_293_788
516,4_336414_294__789_I,20150709,4,336414,001,1,1,1,294,,789,32,TI,I,LAS SUERTES,28,079,MADRID,A,Calle de Cañada del Santísimo N 45,20070516,20070516,,1312.56438014,22.96,4,93,257,,,4__1_____1_IT_1_4_294__789_TI_I_32,,,,4__1___,4__1_____1_IT_1,4_294,4_294_,4_294_789
517,4_336415_294__790_I,20150709,4,336415,001,1,2,1,294,,790,2,TI,I,LAS SUERTES,28,079,MADRID,A,Calle de Cañada del Santísimo N 45,20070516,20070516,,844.348636882582,22.96,4,93,257,,,4__1_____2_IT_1_4_294__790_TI_I_2,,,,4__1___,4__1_____2_IT_1,4_294,4_294_,4_294_790
518,4_283380_259__715_I,20150709,4,283380,061,6-1,1,1,259,,715,8,TI,I,ARGANZUELA-PLANETARIO,28,079,MADRID,A,Calle del Bronce N 1A,19990701,19950508,,547.451,25.65,4,93,143,,,4__6_1____1_IT_1_4_259__715_TI_I_8,,,,4__6_1__,4__6_1____1_IT_1,4_259,4_259_,4_259_715
519,4_283587_259__716_I,20150709,4,283587,062,6-2,1,1,259,,716,22,TI,I,ARGANZUELA-PLANETARIO,28,079,MADRID,A,Calle del Bronce N 1A,19990701,19950508,,900.927,25.57,4,93,143,,,4__6_2____1_IT_1_4_259__716_TI_I_22,,,,4__6_2__,4__6_2____1_IT_1,4_259,4_259_,4_259_716
520,4_344340_322__1150_I,20150709,4,344340,002,2,2,1,322,,1150,17,TI,I,LA ALMUDENA,28,079,MADRID,A,Calle de Arriaga N 75,20110311,20110316,,1152.519,24.22,4,93,243,,,4__2_____2_IT_1_4_322__1150_TI_I_17,,,,4__2___,4__2_____2_IT_1,4_322,4_322_,4_322_1150
521,4_344339_322__1149_I,20150709,4,344339,002,2,1,1,322,,1149,4,TI,I,LA ALMUDENA,28,079,MADRID,A,Calle de Arriaga N 75,20110311,20110316,,1381.1225,24.22,4,93,243,,,4__2_____1_IT_1_4_322__1149_TI_I_4,,,,4__2___,4__2_____1_IT_1,4_322,4_322_,4_322_1149
522,4_344339_323__1151_I,20150709,4,344339,002,2,1,1,323,,1151,3,TI,I,ALSACIA,28,079,MADRID,A,Plaza de Alsacia N S/N,20110311,20110316,,1088.4661,24.22,4,91,99,,,4__2_____1_IT_1_4_323__1151_TI_I_3,,,,4__2___,4__2_____1_IT_1,4_323,4_323_,4_323_1151
523,4_344340_323__1152_I,20150709,4,344340,002,2,2,1,323,,1152,18,TI,I,ALSACIA,28,079,MADRID,A,Plaza de Alsacia N S/N,20110311,20110316,,1376.0374,24.22,4,91,99,,,4__2_____2_IT_1_4_323__1152_TI_I_18,,,,4__2___,4__2_____2_IT_1,4_323,4_323_,4_323_1152
524,4_344340_324__1154_I,20150709,4,344340,002,2,2,1,324,,1154,19,TI,I,AVENIDA DE GUADALAJARA,28,079,MADRID,A,Avda de Guadalajara N 110,20110311,20110316,,1088.5085,24.22,4,93,148,,,4__2_____2_IT_1_4_324__1154_TI_I_19,,,,4__2___,4__2_____2_IT_1,4_324,4_324_,4_324_1154
525,4_344339_324__1153_I,20150709,4,344339,002,2,1,1,324,,1153,2,TI,I,AVENIDA DE GUADALAJARA,28,079,MADRID,A,Avda de Guadalajara N 110,20110311,20110316,,900.095,24.22,4,93,148,,,4__2_____1_IT_1_4_324__1153_TI_I_2,,,,4__2___,4__2_____1_IT_1,4_324,4_324_,4_324_1153
526,4_344340_325__1156_C,20150709,4,344340,002,2,2,1,325,,1156,20,TI,C,LAS ROSAS,28,079,MADRID,A,Paseo de Ginebra N 35,20110311,20110316,,909.1055,24.22,4,93,256,,,4__2_____2_IT_1_4_325__1156_TI_C_20,,,,4__2___,4__2_____2_IT_1,4_325,4_325_,4_325_1156
527,4_354329_326__1157_I,20150709,4,354329,091,9A,1,1,326,,1157,2,TI,I,MIRASIERRA,28,079,MADRID,A,Avda del Ventisquero de la Condesa N 28,20150325,20150325,,1450.0727,26.81,4,93,275,,,4__9_A____1_IT_1_4_326__1157_TI_I_2,,,,4__9_A__,4__9_A____1_IT_1,4_326,4_326_,4_326_1157
528,4_354330_326__1158_I,20150709,4,354330,091,9A,2,1,326,,1158,23,TI,I,MIRASIERRA,28,079,MADRID,A,Avda del Ventisquero de la Condesa N 28,20150325,20150325,,1212.7404,26.81,4,93,275,,,4__9_A____2_IT_1_4_326__1158_TI_I_23,,,,4__9_A__,4__9_A____2_IT_1,4_326,4_326_,4_326_1158
529,4_354330_345__1207_C,20150709,4,354330,091,9A,2,1,345,,1207,24,TI,C,PACO DE LUCIA,28,079,MADRID,A,Calle de Monasterio de Las Huelgas N 5,20150325,20150325,,1456.6996,26.81,4,,,,,4__9_A____2_IT_1_4_345__1207_TI_C_24,,,,4__9_A__,4__9_A____2_IT_1,4_345,4_345_,4_345_1207
530,4_332069_216__449_I,20150709,4,332069,121,12-1,1,1,216,,449,8,TI,I,HOSPITAL DE MOSTOLES,28,092,MOSTOLES,B2,Calle del Río Sella N 10,20030613,20030411,,1031.324,40.53,4,92,231,,,4__12_1____1_IT_1_4_216__449_TI_I_8,,,,4__12_1__,4__12_1____1_IT_1,4_216,4_216_,4_216_449
531,4_332070_216__450_I,20150709,4,332070,122,12-2,1,1,216,,450,22,TI,I,HOSPITAL DE MOSTOLES,28,092,MOSTOLES,B2,Calle del Río Sella N 10,20030613,20030411,,1608.336,40.59,4,92,231,,,4__12_2____1_IT_1_4_216__450_TI_I_22,,,,4__12_2__,4__12_2____1_IT_1,4_216,4_216_,4_216_450
532,4_332069_217__451_I,20150709,4,332069,121,12-1,1,1,217,,451,9,TI,I,MANUELA MALASAÑA,28,092,MOSTOLES,B2,Plaza   Sol de 9001 SN SN,20030613,20030411,,1598.815,40.53,4,93,266,,,4__12_1____1_IT_1_4_217__451_TI_I_9,,,,4__12_1__,4__12_1____1_IT_1,4_217,4_217_,4_217_451
533,4_332070_217__452_I,20150709,4,332070,122,12-2,1,1,217,,452,21,TI,I,MANUELA MALASAÑA,28,092,MOSTOLES,B2,Plaza   Sol de 9001 SN SN,20030613,20030411,,2903.303,40.59,4,93,266,,,4__12_2____1_IT_1_4_217__452_TI_I_21,,,,4__12_2__,4__12_2____1_IT_1,4_217,4_217_,4_217_452
534,4_332069_213__443_I,20150709,4,332069,121,12-1,1,1,213,,443,5,TI,I,UNIVERSIDAD REY JUAN CARLOS,28,092,MOSTOLES,B2,Calle   Tulipán N 2,20030613,20030411,,2607.765,40.53,4,92,357,,,4__12_1____1_IT_1_4_213__443_TI_I_5,,,,4__12_1__,4__12_1____1_IT_1,4_213,4_213_,4_213_443
535,4_332070_213__444_I,20150709,4,332070,122,12-2,1,1,213,,444,25,TI,I,UNIVERSIDAD REY JUAN CARLOS,28,092,MOSTOLES,B2,Calle   Tulipán N 2,20030613,20030411,,1307.271,40.59,4,92,357,,,4__12_2____1_IT_1_4_213__444_TI_I_25,,,,4__12_2__,4__12_2____1_IT_1,4_213,4_213_,4_213_444
536,4_332069_214__445_I,20150709,4,332069,121,12-1,1,1,214,,445,6,TI,I,MOSTOLES CENTRAL,28,092,MOSTOLES,B2,Paseo de la Estación N 13,20030613,20030411,,1306.587,40.53,4,92,90,,,4__12_1____1_IT_1_4_214__445_TI_I_6,,,,4__12_1__,4__12_1____1_IT_1,4_214,4_214_,4_214_445
537,4_332070_214__446_I,20150709,4,332070,122,12-2,1,1,214,,446,24,TI,I,MOSTOLES CENTRAL,28,092,MOSTOLES,B2,Paseo de la Estación N 13,20030613,20030411,,694.403,40.59,4,92,90,,,4__12_2____1_IT_1_4_214__446_TI_I_24,,,,4__12_2__,4__12_2____1_IT_1,4_214,4_214_,4_214_446
538,4_332070_215__448_I,20150709,4,332070,122,12-2,1,1,215,,448,23,TI,I,PRADILLO,28,092,MOSTOLES,B2,Calle de Agustina de Aragón N 23,20030613,20030411,,1032.144,40.59,4,93,304,,,4__12_2____1_IT_1_4_215__448_TI_I_23,,,,4__12_2__,4__12_2____1_IT_1,4_215,4_215_,4_215_448
539,4_332069_215__447_I,20150709,4,332069,121,12-1,1,1,215,,447,7,TI,I,PRADILLO,28,092,MOSTOLES,B2,Calle de Agustina de Aragón N 23,20030613,20030411,,698.708,40.53,4,93,304,,,4__12_1____1_IT_1_4_215__447_TI_I_7,,,,4__12_1__,4__12_1____1_IT_1,4_215,4_215_,4_215_447
540,4_330931_183__383_I,20150709,4,330931,092,9B,1,1,183,,383,2,TI,I,RIVAS URBANIZACIONES,28,123,RIVAS-VACIAMADRID,B1,Plaza de Galicia N 5,20020220,20000107,,5749.903,54.34,4,92,318,,,4__9_B____1_IT_1_4_183__383_TI_I_2,,,,4__9_B__,4__9_B____1_IT_1,4_183,4_183_,4_183_383
541,4_330932_183__384_I,20150709,4,330932,092,9B,2,1,183,,384,5,TI,I,RIVAS URBANIZACIONES,28,123,RIVAS-VACIAMADRID,B1,Plaza de Galicia N 5,20020220,20000107,,3613.233,54.34,4,92,318,,,4__9_B____2_IT_1_4_183__384_TI_I_5,,,,4__9_B__,4__9_B____2_IT_1,4_183,4_183_,4_183_384
542,4_330931_184__385_I,20150709,4,330931,092,9B,1,1,184,,385,4,TI,I,RIVAS VACIAMADRID,28,123,RIVAS-VACIAMADRID,B2,Calle   Areneros N 6,20020220,20000107,,1521.842,54.34,4,93,319,,,4__9_B____1_IT_1_4_184__385_TI_I_4,,,,4__9_B__,4__9_B____1_IT_1,4_184,4_184_,4_184_385
543,4_330932_184__386_I,20150709,4,330932,092,9B,2,1,184,,386,3,TI,I,RIVAS VACIAMADRID,28,123,RIVAS-VACIAMADRID,B2,Calle   Areneros N 6,20020220,20000107,,4377.886,54.34,4,93,319,,,4__9_B____2_IT_1_4_184__386_TI_I_3,,,,4__9_B__,4__9_B____2_IT_1,4_184,4_184_,4_184_386
544,4_330932_300__1032_I,20150709,4,330932,092,9B,2,1,300,,1032,4,TI,I,RIVAS FUTURA,28,123,RIVAS-VACIAMADRID,B2,Calle   Concepción Arenal N 1,20020220,20000107,,1520.461,54.34,4,93,317,,,4__9_B____2_IT_1_4_300__1032_TI_I_4,,,,4__9_B__,4__9_B____2_IT_1,4_300,4_300_,4_300_1032
545,4_330931_300__1031_I,20150709,4,330931,092,9B,1,1,300,,1031,3,TI,I,RIVAS FUTURA,28,123,RIVAS-VACIAMADRID,B2,Calle   Concepción Arenal N 1,20020220,20000107,,3614.712,54.34,4,93,317,,,4__9_B____1_IT_1_4_300__1031_TI_I_3,,,,4__9_B__,4__9_B____1_IT_1,4_300,4_300_,4_300_1031
546,4_337772_290__781_I,20150709,4,337772,072,7b,1,1,290,,781,4,TI,I,SAN FERNANDO,28,130,SAN FERNANDO DE HENARES,B1,Calle de Gonzalo de Córdoba N 24,20080214,20080207,,1073.1361,33.38,4,93,332,,,4__7_B____1_IT_1_4_290__781_TI_I_4,,,,4__7_B__,4__7_B____1_IT_1,4_290,4_290_,4_290_781
547,4_337773_290__782_I,20150709,4,337773,072,7b,2,1,290,,782,5,TI,I,SAN FERNANDO,28,130,SAN FERNANDO DE HENARES,B1,Calle de Gonzalo de Córdoba N 24,20080214,20080207,,1107.1723,33.38,4,93,332,,,4__7_B____2_IT_1_4_290__782_TI_I_5,,,,4__7_B__,4__7_B____2_IT_1,4_290,4_290_,4_290_782
548,4_337772_291__783_I,20150709,4,337772,072,7b,1,1,291,,783,3,TI,I,JARAMA,28,130,SAN FERNANDO DE HENARES,B1,Plaza   Guernica N 1,20080214,20080207,,921.2163,33.38,4,93,239,,,4__7_B____1_IT_1_4_291__783_TI_I_3,,,,4__7_B__,4__7_B____1_IT_1,4_291,4_291_,4_291_783
549,4_337773_291__784_I,20150709,4,337773,072,7b,2,1,291,,784,6,TI,I,JARAMA,28,130,SAN FERNANDO DE HENARES,B1,Plaza   Guernica N 1,20080214,20080207,,1080.0464,33.38,4,93,239,,,4__7_B____2_IT_1_4_291__784_TI_I_6,,,,4__7_B__,4__7_B____2_IT_1,4_291,4_291_,4_291_784
550,4_337772_292__785_I,20150709,4,337772,072,7b,1,1,292,,785,2,TI,I,HENARES,28,130,SAN FERNANDO DE HENARES,B1,Avda de Algorta N 12,20080214,20080207,,686.9297,33.38,4,93,226,,,4__7_B____1_IT_1_4_292__785_TI_I_2,,,,4__7_B__,4__7_B____1_IT_1,4_292,4_292_,4_292_785
551,4_337773_292__786_I,20150709,4,337773,072,7b,2,1,292,,786,7,TI,I,HENARES,28,130,SAN FERNANDO DE HENARES,B1,Avda de Algorta N 12,20080214,20080207,,928.9609,33.38,4,93,226,,,4__7_B____2_IT_1_4_292__786_TI_I_7,,,,4__7_B__,4__7_B____2_IT_1,4_292,4_292_,4_292_786
552,4_336284_282__763_I,20150709,4,336284,102,10b,1,1,282,,763,3,TI,I,BAUNATAL,28,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de las Lomas del Rey N 2,20070425,20070426,,1085.92207768013,37.18,4,93,159,,,4__10_B____1_IT_1_4_282__763_TI_I_3,,,,4__10_B__,4__10_B____1_IT_1,4_282,4_282_,4_282_763
553,4_336285_282__764_I,20150709,4,336285,102,10b,2,1,282,,764,9,TI,I,BAUNATAL,28,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de las Lomas del Rey N 2,20070425,20070426,,1112.44786208803,37.18,4,93,159,,,4__10_B____2_IT_1_4_282__764_TI_I_9,,,,4__10_B__,4__10_B____2_IT_1,4_282,4_282_,4_282_764
554,4_336284_283__765_I,20150709,4,336284,102,10b,1,1,283,,765,2,TI,I,REYES CATOLICOS,28,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de la Plaza de Toros N 7,20070425,20070426,,1556.36005210617,37.18,4,93,315,,,4__10_B____1_IT_1_4_283__765_TI_I_2,,,,4__10_B__,4__10_B____1_IT_1,4_283,4_283_,4_283_765
555,4_336285_283__766_I,20150709,4,336285,102,10b,2,1,283,,766,10,TI,I,REYES CATOLICOS,28,134,SAN SEBASTIAN DE LOS REYES,B1,Avda de la Plaza de Toros N 7,20070425,20070426,,1086.7442615135,37.18,4,93,315,,,4__10_B____2_IT_1_4_283__766_TI_I_10,,,,4__10_B__,4__10_B____2_IT_1,4_283,4_283_,4_283_766
556,4_336285_284__768_C,20150709,4,336285,102,10b,2,1,284,,768,11,TI,C,HOSPITAL INFANTA SOFIA,28,134,SAN SEBASTIAN DE LOS REYES,B1,Paseo   Europa N 11,20070425,20070426,,1548.46471267871,37.18,4,92,233,,,4__10_B____2_IT_1_4_284__768_TI_C_11,,,,4__10_B__,4__10_B____2_IT_1,4_284,4_284_,4_284_768
